144611063,010111101,78,20152
144611064,010111101,85,20152
144611065,010111101,75,20152
144611066,010111101,80,20152
144611067,010111101,76,20152
144611068,010111101,72,20152
144611069,010111101,85,20152
144611070,010111101,79,20152
144611071,010111101,79,20152
144611072,010111101,80,20152
144611073,010111101,82,20152
144611074,010111101,79,20152
144611075,010111101,80,20152
144611076,010111101,74,20152
144611077,010111101,75,20152
144611078,010111101,85,20152
144611079,010111101,80,20152
144611080,010111101,73,20152
144611081,010111101,76,20152
144611082,010111101,77,20152
144611083,010111101,79,20152
144611084,010111101,77,20152
144611085,010111101,80,20152
144611086,010111101,80,20152
144611087,010111101,88,20152
144611088,010111101,75,20152
144611089,010111101,71,20152
144611001,010111101,86,20152
144611002,010111101,78,20152
144611004,010111101,84,20152
144611005,010111101,84,20152
144611006,010111101,87,20152
144611007,010111101,83,20152
144611008,010111101,80,20152
144611010,010111101,94,20152
144611011,010111101,85,20152
144611012,010111101,84,20152
144611013,010111101,81,20152
144611014,010111101,84,20152
124611173,000001805,B,20121
144611016,010111101,84,20152
144611017,010111101,77,20152
144611018,010111101,82,20152
144611019,010111101,83,20152
144611020,010111101,75,20152
144611021,010111101,87,20152
144611022,010111101,81,20152
144611023,010111101,89,20152
144611024,010111101,89,20152
144611025,010111101,74,20152
144611027,010111101,84,20152
144611028,010111101,79,20152
144611029,010111101,91,20152
144611030,010111101,87,20152
144611031,010111101,90,20152
144611032,010111101,90,20152
144611033,010111101,86,20152
144611034,010111101,80,20152
144611035,010111101,86,20152
144611036,010111101,80,20152
144611037,010111101,77,20152
144611038,010111101,84,20152
144611039,010111101,87,20152
144611040,010111101,83,20152
144611041,010111101,85,20152
144611042,010111101,90,20152
144611043,010111101,75,20152
144611044,010111101,91,20152
144611045,010111101,90,20152
144611046,010111101,80,20152
144611101,000001802,94,20141
144611102,000001802,96,20141
144611103,000001802,92,20141
144611104,000001802,94,20141
144611105,000001802,92,20141
144611106,000001802,90,20141
144611107,000001802,90,20141
144611108,000001802,88,20141
144611109,000001802,96,20141
144611110,000001802,96,20141
144611111,000001802,86,20141
144611112,000001802,94,20141
144611113,000001802,90,20141
144611114,000001802,94,20141
144611115,000001802,96,20141
144611116,000001802,98,20141
144611117,000001802,98,20141
144611118,000001802,90,20141
144611119,000001802,96,20141
144611120,000001802,86,20141
144611121,000001802,86,20141
144611122,000001802,96,20141
144611123,000001802,90,20141
144611124,000001802,96,20141
144611125,000001802,94,20141
144611126,000001802,96,20141
144611127,000001802,92,20141
144611128,000001802,84,20141
144611129,000001802,96,20141
144611130,000001802,92,20141
144611131,000001802,78,20141
144611132,000001802,90,20141
144611133,000001802,96,20141
144611134,000001802,94,20141
144611135,000001802,92,20141
144611136,000001802,90,20141
144611137,000001802,98,20141
144611138,000001802,94,20141
144611139,000001802,98,20141
144611140,000001802,96,20141
144611141,000001802,94,20151
144611142,000001802,92,20141
144611143,000001802,96,20141
144611144,000001802,94,20141
144611145,000001802,96,20141
144611146,000001802,94,20141
144611147,000001802,96,20141
144611149,000001802,94,20141
144611150,000001802,90,20141
144611151,000001802,82,20141
144611152,000001802,94,20141
144611153,000001802,94,20141
144611154,000001802,92,20141
144611155,000001802,92,20141
144611156,000001802,98,20141
144611157,000001802,96,20141
144611158,000001802,80,20141
144611160,000001802,82,20141
104611036,030211101,72,20121
104611239,030211101,0,20101
104611264,030211101,82,20101
144611006,000001802,90,20141
144611007,000001802,94,20141
144611008,000001802,98,20141
144611009,000001802,90,20141
144611010,000001802,86,20141
144611011,000001802,92,20141
144611012,000001802,94,20141
144611013,000001802,88,20141
144611015,000001802,90,20141
144611016,000001802,88,20141
144611017,000001802,92,20141
144611018,000001802,92,20141
144611020,000001802,92,20141
144611021,000001802,90,20141
144611022,000001802,82,20141
144611023,000001802,94,20141
144611024,000001802,96,20141
144611025,000001802,90,20141
144611027,000001802,94,20141
144611028,000001802,96,20141
144611029,000001802,96,20141
144611030,000001802,96,20141
144611031,000001802,100,20141
134611036,000001801,B,20131
134611125,000001801,B,20131
144611033,000001802,98,20141
144611034,000001802,86,20141
144611035,000001802,96,20141
144611036,000001802,100,20141
144611037,000001802,94,20141
144611038,000001802,94,20141
144611040,000001802,96,20141
144611041,000001802,98,20141
144611042,000001802,94,20141
144611044,000001802,98,20141
144611048,000001802,92,20141
144611050,000001802,98,20141
144611051,000001802,94,20141
144611052,000001802,90,20141
144611053,000001802,86,20141
144611054,000001802,98,20141
144611055,000001802,98,20141
144611057,000001802,90,20141
144611058,000001802,92,20141
144611059,000001802,94,20141
144611060,000001802,92,20141
144611061,000001802,96,20141
144611062,000001802,98,20141
144611063,000001802,90,20141
144611064,000001802,96,20141
144611065,000001802,100,20141
144611066,000001802,90,20141
144611067,000001802,96,20141
144611068,000001802,90,20141
144611069,000001802,86,20141
144611070,000001802,92,20141
144611071,000001802,98,20141
144611072,000001802,88,20141
144611073,000001802,92,20141
144611074,000001802,88,20141
144611075,000001802,90,20141
144611076,000001802,100,20141
144611077,000001802,98,20141
144611078,000001802,98,20141
144611079,000001802,94,20141
144611080,000001802,96,20141
144611081,000001802,92,20141
144611082,000001802,100,20141
144611083,000001802,90,20141
144611084,000001802,92,20141
144611085,000001802,92,20141
144611086,000001802,82,20141
144611087,000001802,90,20141
144611088,000001802,86,20141
144611089,000001802,96,20141
144611090,000001802,94,20141
144611091,000001802,90,20141
144611092,000001802,92,20141
144611093,000001802,88,20141
144611094,000001802,90,20141
144611095,000001802,100,20141
144611096,000001802,94,20141
144611097,000001802,92,20141
144611098,000001802,94,20141
144611099,000001802,100,20141
144611100,000001802,94,20141
144611090,010111101,79,20152
144611091,010111101,83,20152
144611092,010111101,77,20152
144611093,010111101,78,20152
144611094,010111101,76,20152
144611095,010111101,83,20152
144611096,010111101,86,20152
144611097,010111101,90,20152
144611098,010111101,86,20152
144611099,010111101,86,20152
144611100,010111101,76,20152
144611101,010111101,82,20152
144611102,010111101,85,20152
144611103,010111101,70,20152
144611104,010111101,78,20152
144611105,010111101,87,20152
144611106,010111101,89,20152
144611107,010111101,78,20152
144611108,010111101,76,20152
144611109,010111101,68,20152
144611110,010111101,83,20152
144611111,010111101,74,20152
144611112,010111101,77,20152
144611113,010111101,70,20152
144611114,010111101,81,20152
144611115,010111101,79,20152
144611116,010111101,72,20152
144611117,010111101,80,20152
144611118,010111101,73,20152
144611119,010111101,86,20152
144611120,010111101,76,20152
144611121,010111101,76,20152
144611122,010111101,75,20152
144611123,010111101,73,20152
144611124,010111101,76,20152
144611125,010111101,78,20152
144611126,010111101,68,20152
144611127,010111101,91,20152
144611128,010111101,91,20152
144611129,010111101,75,20152
144611130,010111101,89,20152
144611131,010111101,75,20152
144611133,010111101,87,20152
144611134,010111101,77,20152
144611135,010111101,80,20152
144611136,010111101,72,20152
144611137,010111101,80,20152
144611138,010111101,80,20152
144611140,010111101,76,20152
144611141,010111101,87,20152
144611142,010111101,86,20152
144611143,010111101,82,20152
144611144,010111101,85,20152
144611146,010111101,83,20152
144611147,010111101,85,20152
144611149,010111101,82,20152
144611150,010111101,87,20152
144611151,010111101,85,20152
144611152,010111101,85,20152
144611154,010111101,84,20152
144611155,010111101,84,20152
144611156,010111101,93,20152
144611157,010111101,78,20152
144611158,010111101,83,20152
144611160,010111101,85,20152
144611001,000001802,100,20141
144611002,000001802,98,20141
144611003,000001802,94,20141
144611004,000001802,96,20141
144611005,000001802,100,20141
124611173,000001801,B+,20121
104611036,010111102,82,20122
104611264,010111102,86,20112
124611173,000001807,B,20121
124611002,000001804,A,20121
124611009,000001804,A,20121
124611010,000001804,A,20121
124611020,000001804,A,20141
124611040,000001804,A,20121
124611062,000001804,A+,20121
124611090,000001804,A,20121
124611142,000001804,A+,20121
124611159,000001804,A,20121
124611167,000001804,B,20121
124611172,000001804,A,20131
124611173,000001804,A,20121
114611310,010111102,85,20122
104611264,000001807,A,20101
114611104,010111102,85,20122
114611119,010111102,82,20122
114611127,010111102,82,20122
114611155,010111102,88,20122
114611157,010111102,74,20122
114611204,010111102,91,20122
114611224,010111102,92,20122
104611264,000001801,B+,20101
114611119,000001804,A,20111
114611127,000001804,A,20111
114611155,000001804,A,20111
114611157,000001804,A,20111
114611224,000001804,A+,20111
114611310,000001804,A,20121
134611019,000001806,A,20141
134611036,000001806,B,20131
134611125,000001806,A,20131
124611019,010111101,67,20152
124611020,010111101,88,20152
134611004,000001804,A+,20141
134611019,000001804,A,20141
134611036,000001804,B+,20131
134611077,000001804,A+,20131
134611125,000001804,A,20131
104611264,000001802,A,20101
104611264,000001804,B+,20101
104611264,000001805,B,20101
104611239,050211101,0,20101
104611264,050211101,85,20101
134611004,050211101,76,20141
134611019,050211101,65,20141
134611024,050211101,64,20141
134611109,070111409,75,20131
134611110,070111409,75,20131
124611002,030211101,82,20121
124611009,030211101,81,20121
124611010,030211101,81,20121
124611040,030211101,85,20121
124611062,030211101,72,20121
124611090,030211101,81,20121
124611142,030211101,80,20121
124611154,030211101,82,20121
124611159,030211101,76,20121
124611167,030211101,0,20131
124611172,030211101,78,20121
124611173,030211101,81,20121
144611119,030112305,90,20152
154611068,070111409,80,20162
154611069,070111409,92,20162
154611071,070111409,87,20162
154611072,070111409,89,20162
154611073,070111409,83,20162
154611074,070111409,89,20162
154611076,070111409,91,20162
154611084,070111409,90,20162
154611086,070111409,91,20162
154611088,070111409,90,20162
154611089,070111409,91,20162
154611092,070111409,83,20162
154611094,070111409,91,20162
154611097,070111409,91,20162
154611098,070111409,90,20162
154611103,070111409,86,20162
154611104,070111409,93,20162
154611105,070111409,88,20162
154611106,070111409,88,20162
154611107,070111409,87,20162
154611113,070111409,87,20162
154611115,070111409,88,20162
154611116,070111409,83,20162
154611117,070111409,89,20162
154611121,070111409,90,20162
154611122,070111409,71,20162
154611123,070111409,89,20162
154611124,070111409,87,20162
154611125,070111409,90,20162
154611126,070111409,85,20162
154611135,070111409,79,20162
154611136,070111409,87,20162
154611137,070111409,88,20162
154611139,070111409,89,20162
154611140,070111409,88,20162
154611149,070111409,90,20162
154611154,070111409,86,20162
154611155,070111409,86,20162
144611052,070111409,96,20141
144611056,070111409,96,20141
144611072,070111409,88,20141
144611076,070111409,95,20141
144611077,070111409,95,20141
134611007,030211101,72,20131
134611015,030211101,82,20131
134611016,030211101,81,20131
134611036,030211101,81,20131
134611051,030211101,85,20131
134611077,030211101,79,20131
134611109,030211101,81,20131
134611110,030211101,76,20131
134611125,030211101,80,20131
144611078,070111409,94,20141
144611080,070111409,97,20141
144611083,070111409,91,20141
144611091,070111409,91,20141
144611092,070111409,92,20141
144611096,070111409,93,20141
144611097,070111409,95,20141
144611112,070111409,92,20141
144611113,070111409,94,20141
144611114,070111409,95,20141
144611116,070111409,92,20141
144611117,070111409,88,20141
144611125,070111409,90,20141
144611130,070111409,95,20141
144611132,070111409,89,20162
144611138,070111409,92,20141
144611140,070111409,91,20162
144611141,070111409,90,20141
144611142,070111409,88,20141
144611149,070111409,91,20162
154611050,070111409,88,20162
154611051,070111409,87,20162
154611054,070111409,88,20162
154611057,070111409,85,20162
154611059,070111409,92,20162
154611061,070111409,92,20162
154611063,070111409,91,20162
154611065,070111409,92,20162
154611066,070111409,90,20162
154611067,070111409,87,20162
124611019,050211101,72,20141
124611020,050211101,67,20141
114611104,030211101,76,20111
114611119,030211101,75,20111
114611127,030211101,77,20111
114611155,030211101,77,20111
114611157,030211101,77,20111
144611001,080811409,96,20141
144611002,080811409,93,20141
144611004,080811409,98,20141
144611008,080811409,98,20141
144611009,080811409,96,20141
144611010,080811409,98,20141
144611013,080811409,98,20141
144611014,080811409,93,20141
144611015,080811409,96,20141
144611016,080811409,98,20141
144611017,080811409,98,20141
144611060,080811409,92,20141
144611061,080811409,95,20141
144611081,080811409,96,20141
144611082,080811409,94,20141
144611085,080811409,91,20141
144611100,080811409,90,20141
114611104,080811302,69,20111
114611155,080811302,83,20111
134611007,080811302,94,20131
134611015,080811302,85,20131
134611016,080811302,86,20131
144611001,080811302,86,20141
144611002,080811302,90,20141
144611006,080811302,90,20141
144611008,080811302,87,20141
144611010,080811302,90,20141
144611011,080811302,90,20141
144611012,080811302,86,20141
144611013,080811302,86,20141
144611014,080811302,86,20141
144611017,080811302,87,20141
144611057,080811302,93,20141
144611060,080811302,86,20141
144611062,080811302,86,20141
144611075,080811302,87,20141
154611001,080811302,84,20151
154611002,080811302,80,20151
154611004,080811302,85,20151
154611006,080811302,85,20151
154611009,080811302,87,20151
154611010,080811302,89,20151
154611012,080811302,85,20151
154611013,080811302,92,20151
154611015,080811302,90,20151
154611016,080811302,85,20151
154611018,080811302,84,20151
154611020,080811302,82,20151
154611005,080811407,93,20151
144611112,081211395,85,20152
144611113,081211395,85,20152
144611114,081211395,91,20152
144611115,081211395,85,20152
144611116,081211395,88,20152
144611118,081211395,90,20152
144611121,081211395,88,20152
144611123,081211395,93,20152
144611124,081211395,91,20152
144611125,081211395,90,20152
144611126,081211395,88,20152
144611130,081211395,88,20152
144611132,081211395,84,20152
144611133,081211395,84,20152
144611134,081211395,85,20152
144611135,081211395,85,20152
144611136,081211395,85,20152
144611137,081211395,87,20152
144611138,081211395,87,20152
144611139,081211395,90,20152
144611140,081211395,87,20152
144611141,081211395,85,20152
144611142,081211395,95,20152
144611143,081211395,90,20152
144611147,081211395,85,20152
144611149,081211395,80,20152
144611153,081211395,85,20152
144611154,081211395,86,20152
154611105,081211395,82,20162
154611108,081211395,85,20162
154611110,081211395,83,20162
154611111,081211395,85,20162
154611112,081211395,84,20162
154611114,081211395,88,20162
154611115,081211395,93,20162
154611116,081211395,81,20162
154611119,081211395,86,20162
154611121,081211395,90,20162
154611125,081211395,85,20162
154611126,081211395,80,20162
154611127,081211395,84,20162
154611128,081211395,84,20162
154611130,081211395,83,20162
154611131,081211395,90,20162
154611132,081211395,87,20162
154611133,081211395,87,20162
154611134,081211395,84,20162
154611135,081211395,84,20162
154611136,081211395,90,20162
154611137,081211395,90,20162
154611138,081211395,90,20162
134611015,081111202,82,20131
154611002,080811301,90,20162
154611003,080811301,92,20162
154611005,080811301,88,20162
154611007,080811301,90,20162
154611009,080811301,80,20162
154611011,080811301,90,20162
154611012,080811301,80,20162
154611013,080811301,93,20162
154611015,080811301,93,20162
154611016,080811301,89,20162
154611017,080811301,85,20162
154611018,080811301,92,20162
154611019,080811301,88,20162
114611119,081111306,83,20111
114611310,081111306,85,20111
124611090,081111306,84,20121
134611051,081111306,80,20131
134611077,081111306,93,20131
144611018,081111306,78,20141
144611019,081111306,80,20141
144611020,081111306,93,20141
144611021,081111306,78,20141
144611022,081111306,82,20141
144611024,081111306,95,20141
144611025,081111306,94,20141
144611033,081111306,95,20141
144611034,081111306,92,20141
144611037,081111306,95,20141
144611038,081111306,94,20141
144611039,081111306,95,20141
144611048,081111306,95,20141
144611054,081111306,88,20141
144611056,081111306,84,20141
144611063,081111306,86,20141
144611072,081111306,80,20141
144611076,081111306,94,20141
144611133,081211492,92.8,20141
144611138,081211492,90,20141
144611140,081211492,92,20141
144611142,081211492,91.4,20141
144611143,081211492,86.4,20141
144611149,081211492,92.8,20141
144611153,081211492,92.8,20141
144611154,081211492,87.2,20141
154611030,081211492,86,20151
154611105,081211492,90,20151
154611106,081211492,88,20151
154611107,081211492,92,20151
154611108,081211492,91,20151
154611109,081211492,87,20151
154611114,081211492,90,20151
154611118,081211492,86,20151
154611120,081211492,65,20151
154611121,081211492,90,20151
154611125,081211492,94,20151
154611126,081211492,90,20151
154611128,081211492,93,20151
154611130,081211492,91,20151
154611131,081211492,95,20151
154611133,081211492,92,20151
154611140,081211492,94,20151
154611143,081211492,91,20151
154611147,081211492,89,20151
154611150,081211492,91,20151
154611154,081211492,93,20151
154611155,081211492,90,20151
154611158,081211492,91,20151
154611163,081211492,93,20151
124611167,081211493,87,20131
144611001,080811408,89,20152
144611002,080811408,85,20152
144611004,080811408,93,20152
144611005,080811408,77,20152
144611006,080811408,83,20152
144611010,080811408,97,20152
144611011,080811408,91,20152
144611012,080811408,88,20152
144611013,080811408,93,20152
144611014,080811408,0,20152
144611017,080811408,91,20152
144611018,080811408,85,20152
144611086,080811408,85,20152
154611001,080811408,83,20162
154611008,080811408,90,20162
154611009,080811408,84,20162
154611010,080811408,87,20162
154611014,080811408,93,20162
154611056,080811408,88,20162
154611058,080811408,94,20162
154611166,080811408,91,20162
124611062,080911301,90,20121
154611024,080911301,86,20151
154611025,080911301,90,20151
154611026,080911301,88,20151
154611080,080911301,88,20151
144611019,080911302,74,20152
144611020,080911302,79,20152
144611021,080911302,82,20152
144611022,080911302,63,20152
144611053,080911302,71,20152
144611058,080911302,82,20152
114611127,080911303,79,20111
144611018,080911303,81,20141
144611019,080911303,82,20141
144611022,080911303,80,20141
144611053,080911303,92,20141
144611058,080911303,90,20141
144611065,080911303,91,20141
144611069,080911303,92,20141
144611075,080911303,93,20141
144611080,080911303,85,20141
154611021,080911303,88,20151
154611024,080911303,89,20151
154611025,080911303,86,20151
154611026,080911303,82,20151
154611027,080911303,86,20151
154611056,080911303,83,20151
154611071,080911303,90,20151
144611018,070111104,73,20152
144611019,070111104,63,20152
144611022,070111104,66,20152
144611023,070111104,82,20152
144611030,070111104,66,20152
144611034,070111104,60,20152
144611043,070111104,62,20152
144611110,070111104,75,20152
144611111,070111104,64,20152
144611113,070111104,62,20152
134611015,080811409,91,20131
134611016,080811409,88,20131
114611310,080811405,88,20111
124611002,080811405,91,20121
124611009,080811405,91,20121
124611010,080811405,90,20121
134611019,080811405,78,20141
144611003,080811405,88,20141
144611007,080811405,86,20141
144611158,080811405,85,20141
144611160,080811405,85,20141
154611003,080811405,86,20151
154611006,080811405,80,20151
154611007,080811405,85,20151
154611012,080811405,82,20151
154611019,080811405,82,20151
154611165,080811405,78,20151
154611166,080811405,86,20151
134611019,080811406,80,20151
144611001,080811406,92,20141
154611002,080811406,83,20151
154611005,080811406,90,20151
154611010,080811406,85,20151
154611011,080811406,95,20151
154611012,080811406,90,20151
154611013,080811406,90,20151
154611015,080811406,92,20151
154611059,080811406,83,20151
154611061,080811406,93,20151
154611064,080811406,82,20151
154611065,080811406,88,20151
154611084,080811406,96,20151
124611002,080811407,85,20121
124611009,080811407,82,20121
124611010,080811407,82,20121
134611003,080811407,88,20141
144611012,080811407,92,20141
144611015,080811407,95,20141
154611002,080811407,92,20151
154611004,080811407,95,20151
144611068,070111106,95,20141
144611069,070111106,93,20141
144611070,070111106,79,20141
144611071,070111106,67,20141
144611073,070111106,95,20141
144611074,070111106,93,20141
144611075,070111106,97,20141
144611076,070111106,90,20141
144611077,070111106,93.,20141
144611078,070111106,95,20141
144611079,070111106,69,20141
144611080,070111106,81,20141
144611081,070111106,91,20141
144611082,070111106,88,20141
144611083,070111106,77,20141
144611084,070111106,86,20141
144611085,070111106,93,20141
144611086,070111106,96,20141
144611087,070111106,97,20141
144611088,070111106,76,20141
144611090,070111106,81,20141
144611091,070111106,89,20141
144611092,070111106,96,20141
144611093,070111106,97,20141
144611094,070111106,95,20141
144611096,070111106,96,20141
144611097,070111106,96,20141
144611098,070111106,81,20141
144611099,070111106,96,20141
144611100,070111106,88,20141
144611102,070111106,95,20141
144611103,070111106,69,20141
144611104,070111106,89,20141
144611105,070111106,50,20151
144611106,070111106,87,20151
144611107,070111106,47,20151
144611109,070111106,82,20151
144611115,070111106,93,20141
144611116,070111106,87,20141
144611120,070111106,87,20141
144611122,070111106,85,20141
144611129,070111106,73,20141
144611131,070111106,80,20141
144611139,070111106,75,20141
144611140,070111106,67,20141
144611141,070111106,77,20141
144611143,070111106,37,20151
144611144,070111106,74,20141
144611145,070111106,76,20141
144611146,070111106,79,20141
144611149,070111106,89,20141
144611150,070111106,89,20141
144611156,070111106,91,20141
144611157,070111106,93,20141
144611158,070111106,75,20141
144611159,070111106,86,20141
144611160,070111106,88,20141
124611002,080811201,99,20121
124611009,080811201,99,20121
124611010,080811201,99,20121
114611310,080811301,86,20122
124611002,080811301,94,20132
124611009,080811301,94,20132
124611010,080811301,95,20132
134611003,080811301,91,20142
134611004,080811301,89,20152
134611007,080811301,84,20142
134611015,080811301,98,20142
134611016,080811301,0,20142
144611002,080811301,80,20152
144611003,080811301,96,20152
144611004,080811301,94,20152
144611005,080811301,84,20152
144611007,080811301,95,20152
144611009,080811301,84,20152
144611011,080811301,92,20152
144611012,080811301,78,20152
144611013,080811301,87,20152
144611015,080811301,94,20152
144611016,080811301,94,20152
144611074,071111202,91,20141
144611160,071111202,92,20141
154611034,071111202,90,20151
154611039,071111202,89,20151
154611048,071111202,93,20151
154611080,071111202,90,20151
154611101,071111202,91,20151
154611165,071111202,89,20151
144611014,080811400,0,20152
144611015,080811400,95,20152
144611057,080811400,99,20152
154611001,080811400,70,20162
154611009,080811400,90,20162
154611019,080811400,95,20162
134611003,080811401,80,20152
144611001,080811401,91,20152
144611008,080811401,90,20152
144611009,080811401,85,20152
144611013,080811401,83,20152
144611014,080811401,80,20152
144611100,080811401,90,20152
154611086,080811401,95,20162
124611002,080811402,96,20121
124611009,080811402,96,20121
124611010,080811402,97,20121
134611003,080811402,86,20141
134611004,080811402,90,20141
134611007,080811402,95,20131
134611015,080811402,95,20131
134611016,080811402,95,20131
144611001,080811402,92,20141
144611002,080811402,90,20141
144611004,080811402,94,20141
144611005,080811402,93,20141
144611008,080811402,91,20141
144611009,080811402,91,20141
144611010,080811402,96,20141
144611011,080811402,98,20141
144611012,080811402,95,20141
144611014,080811402,87,20141
144611015,080811402,93,20141
144611017,080811402,90,20141
144611053,080811402,90,20141
144611057,080811402,97,20141
144611058,080811402,90,20141
144611060,080811402,90,20141
144611074,080811402,89,20141
144611081,080811402,96,20141
144611082,080811402,90,20141
144611085,080811402,95,20141
144611100,080811402,95,20141
134611015,081011201,80,20142
134611036,081011201,95,20142
154611007,080811407,90,20151
154611010,080811407,95,20151
154611011,080811407,98,20151
154611012,080811407,96,20151
154611015,080811407,93,20151
154611019,080811407,95,20151
154611059,080811407,95,20151
154611061,080811407,98,20151
154611065,080811407,90,20151
154611084,080811407,98,20151
154611086,080811407,95,20151
134611007,080811408,82,20142
154611001,080811404,87,20162
154611002,080811404,87,20162
154611003,080811404,85,20162
154611001,080911201,89,20151
154611009,080911201,81,20151
154611013,080911201,94,20151
154611016,080911201,98,20151
154611018,080911201,98,20151
154611020,080911201,78,20151
154611021,080911201,80,20151
154611024,080911201,92,20151
154611025,080911201,80,20151
154611026,080911201,94,20151
154611027,080911201,85,20151
154611079,080911201,92,20151
134611036,070111104,60,20152
134611036,070111104,37,20142
154611004,080811404,86,20162
154611005,080811404,87,20162
154611008,080811404,91,20162
154611010,080811404,86,20162
154611011,080811404,91,20162
154611012,080811404,82,20162
154611013,080811404,93,20162
154611014,080811404,94,20162
154611015,080811404,91,20162
154611016,080811404,88,20162
154611017,080811404,90,20162
154611018,080811404,90,20162
154611019,080811404,90,20162
154611020,080811404,93,20162
154611081,080811404,94,20162
104611264,080911402,90,20112
124611090,080911402,90,20132
144611047,080911402,86,20162
154611001,080911402,84,20162
154611021,080911402,82,20162
154611022,080911402,83,20162
154611023,080911402,85,20162
154611024,080911402,87,20162
154611025,080911402,86,20162
154611026,080911402,88,20162
154611080,080911402,85,20162
154611081,080911402,83,20162
144611056,071111201,92,20141
144611087,071111201,96,20141
114611104,071111202,92,20122
114611119,071111202,91,20122
114611127,071111202,86,20122
124611040,071111202,87,20121
134611077,071111202,95,20131
144611006,071111202,90,20141
144611017,071111202,90,20141
144611033,071111202,89,20141
144611037,071111202,90,20141
144611038,071111202,89,20141
144611039,071111202,89,20141
144611048,071111202,91,20141
144611062,071111202,90,20141
144611063,071111202,91,20141
144611069,071111202,90,20141
144611070,071111202,88,20141
144611073,071111202,92,20141
124611090,080911201,88,20121
134611007,080911201,91,20131
134611077,080911201,92,20131
144611010,080911201,84,20141
144611011,080911201,91,20141
144611012,080911201,90,20141
144611018,080911201,82,20141
144611019,080911201,82,20141
144611020,080911201,93,20141
144611021,080911201,80,20141
144611023,080911201,98,20141
144611070,080911201,90,20141
154611003,080811501,85,20151
154611166,080811501,85,20151
144611003,080811502,98,20152
144611015,080811502,93,20152
154611004,080811502,90,20162
154611006,080811502,80,20162
154611013,080811502,95,20162
154611019,080811502,92,20162
154611001,080811303,85,20162
154611002,080811303,94,20162
154611004,080811303,91,20162
154611005,080811303,89,20162
154611008,080811303,90,20162
154611009,080811303,92,20162
154611010,080811303,89,20162
154611015,080811303,92,20162
154611016,080811303,90,20162
154611017,080811303,95,20162
154611018,080811303,90,20162
154611020,080811303,90,20162
124611002,080811304,91,20132
124611009,080811304,91,20132
124611010,080811304,90,20132
124611090,080811304,96,20132
134611003,080811400,80,20152
134611007,080811400,92,20142
144611001,080811400,90,20152
144611002,080811400,80,20152
144611012,080811400,88,20152
144611018,080911429,90,20152
144611021,080911429,85,20152
144611022,080911429,80,20152
154611021,080911429,92,20151
154611022,080911429,93,20151
154611024,080911429,91,20151
154611025,080911429,93,20151
154611014,080811403,92,20151
